Restaurant_id,Name,Country,City,Rating,Rating_count,Cuisine,Cuisine.1
476861,Bawarchi,India,Sri-ganganagar,3.0,50+ ratings,"Fast Food,Chinese","Fast Food,Chinese"
467242,Coffee over Breakfast,India,"Mulund,Mumbai",3.6,20+ ratings,"Indian,North Indian","Indian,North Indian"
539261,TouchWood Cafe,India,Rourkela,,Too Few Ratings,Chinese,Chinese
87542,Pallavi Biryani,India,"Kukatpally,Hyderabad",3.6,1K+ ratings,"Biryani,North Indian","Biryani,North Indian"
527722,INDIAN DHABA,India,"Central Kolkata,Kolkata",,Too Few Ratings,"North Indian,Indian","North Indian,Indian"
537822,Poorvi Restaurant,India,Puri,,Too Few Ratings,"Snacks,Beverages","Snacks,Beverages"
433852,Nalam Natural drinks,India,"Hopes,Coimbatore",4.4,20+ ratings,"Beverages,Juices","Beverages,Juices"
157468,Bholenath Pizza Centre,India,Bhilwara,3.9,50+ ratings,Pizzas,Pizzas
198825,Royal Chicken 65 and Chinese Center,India,Latur,3.5,20+ ratings,"Biryani,Chinese","Biryani,Chinese"
549797,Punjabi Tapri,India,"Indirapuram,Delhi",4.4,20+ ratings,"Tandoor,North Indian","Tandoor,North Indian"
9386,The Chaiwala,India,"Jadavpur,Kolkata",4.3,100+ ratings,"American,Continental","American,Continental"
556026,BALAJI DUDH MISHTHAN BHANDAR,India,"Manasarovar,Jaipur",,Too Few Ratings,"Sweets,Snacks","Sweets,Snacks"
565379,BITE AND BEANS,India,"Old Palasia,Indore",,Too Few Ratings,"Beverages,Fast Food","Beverages,Fast Food"
425952,Yalla Momos,India,"Raj Nagar,Noida",,Too Few Ratings,"Chinese,North Indian","Chinese,North Indian"
471323,Amar Hotel,India,Malda,2.4,20+ ratings,"North Indian,Thalis","North Indian,Thalis"
575591,Tasty Biryani House,India,Mancherial,5.0,20+ ratings,Biryani,Biryani
415916,WAFFLES MAKERS,India,"Vasai,Mumbai",,Too Few Ratings,"Desserts,Beverages","Desserts,Beverages"
560338,Cake Me Away,India,"N A D,Vizag",,Too Few Ratings,"Bakery,Biryani","Bakery,Biryani"
68770,Food Republic,India,"Benz Circle and Auto Nagar,Vijayawada",3.9,100+ ratings,"Biryani,Chinese","Biryani,Chinese"
510777,Sujata Mastani,India,"Kothrud,Pune",4.4,100+ ratings,Ice Cream,Ice Cream
242975,Kumarakom,India,"Guindy,Chennai",4.3,100+ ratings,"North Indian,Chinese","North Indian,Chinese"
210719,New Famous Chicken  Fry Center,India,Jhansi,3.5,20+ ratings,"Biryani,North Indian","Biryani,North Indian"
558139,SINGH BIRIYANI HOUSE,India,"Chinar Park,Kolkata",,Too Few Ratings,"Biryani,Snacks","Biryani,Snacks"
35979,Cravingz,India,"Vastrapur,Ahmedabad",,Too Few Ratings,Fast Food,Fast Food
564581,Aai saheb machi hause,India,"Viman Nagar,Pune",,Too Few Ratings,"Thalis,Seafood","Thalis,Seafood"
503911,DOSA INFINITY MADURAI,India,Madurai,4.1,20+ ratings,South Indian,South Indian
392431,Breadoze Fast Food,India,"Adajan,Surat",,Too Few Ratings,Indian,Indian
107025,Cafe Mashallah,India,"Kondhwa,Pune",,Too Few Ratings,"Fast Food,Beverages","Fast Food,Beverages"
268153,Tarbouch Roll & Grills,India,"Sanjay Nagar, New BEL Road,Bangalore",4.0,100+ ratings,"Arabian,Turkish","Arabian,Turkish"
194157,The Chai Shala,India,Ratlam,2.7,20+ ratings,"Beverages,Fast Food","Beverages,Fast Food"
505515,Sanskari Biryani,India,"Attapur,Hyderabad",,Too Few Ratings,"Biryani,North Indian","Biryani,North Indian"
65184,Sonar Tori,India,"Salt Lake,Kolkata",4.1,100+ ratings,"Bengali,Indian","Bengali,Indian"
170041,Mani's Dum Biryani,India,"Electronic City,Bangalore",4.2,500+ ratings,Biryani,Biryani
139505,Baahubali Shawarmaz,India,"Coi_Ganapathy,Coimbatore",,Too Few Ratings,Beverages,Beverages
69892,Kanti Sweets,India,"Mahadevpura,Bangalore",4.5,100+ ratings,Desserts,Desserts
342317,Kanha Ki Rasoi,India,Hisar,,Too Few Ratings,North Indian,North Indian
561686,The Shady Room,India,Noida-1,,Too Few Ratings,"Snacks,Chinese","Snacks,Chinese"
572549,AL-BAIK.COM,India,Bhopal,,Too Few Ratings,"Snacks,Fast Food","Snacks,Fast Food"
449129,Cupsandcakes,India,"Rajouri Garden,Delhi",,Too Few Ratings,Bakery,Bakery
48475,Snacky,India,"Kharadi,Pune",3.5,50+ ratings,Snacks,Snacks
112388,Biryani House,India,Kolhapur,3.7,20+ ratings,Biryani,Biryani
374672,Mahaveer Snacks,India,Erode,3.5,20+ ratings,Beverages,Beverages
344870,Ulfat-E-Biryani,India,Bhilai,,Too Few Ratings,Biryani,Biryani
94883,Kiosk Fried Chicken,India,"Jubilee Hills,Hyderabad",4.0,100+ ratings,"Fast Food,Pizzas","Fast Food,Pizzas"
506646,Wat-a-thali!,India,"Ashok Vihar,Delhi",,Too Few Ratings,"North Indian,Chinese","North Indian,Chinese"
371066,Jyoti bakers & fastfood,India,Gonda,,Too Few Ratings,"Chinese,Bakery","Chinese,Bakery"
329928,Delhi Wah ji Wah,India,"Greater Mohali,Chandigarh",,Too Few Ratings,"Indian,Chinese","Indian,Chinese"
212853,Go69 Pizza,India,Pilibhit,3.4,100+ ratings,"Continental,Fast Food","Continental,Fast Food"
194704,New Madhur Sweets & Restaurant,India,Basti,2.9,50+ ratings,"South Indian,Bakery","South Indian,Bakery"
245270,MR. PAO,India,Bikaner,4.2,100+ ratings,"Maharashtrian,Snacks","Maharashtrian,Snacks"
211611,Apple Restaurant,India,Yavatmal,,Too Few Ratings,"Maharashtrian,North Indian","Maharashtrian,North Indian"
472720,PASTASCIUTTA,India,"Mayur Vihar,Delhi",,Too Few Ratings,Snacks,Snacks
577253,Nutrivibes,India,"Paldi & Ambawadi,Ahmedabad",,Too Few Ratings,Salads,Salads
468013,delicious food point,India,"NIT_FBD,Gurgaon",,Too Few Ratings,Pizzas,Pizzas
411162,MAMA MACHIWALA,India,"Gachibowli,Hyderabad",,Too Few Ratings,Indian,Indian
407005,My Pizza,India,"Dwarka Nagar,Vizag",,Too Few Ratings,"Italian,Pizzas","Italian,Pizzas"
560433,HUNGER TREATS,India,"Arekere,Bangalore",5.0,50+ ratings,"Burgers,Snacks","Burgers,Snacks"
132485,Go 69 Pizza,India,Shahjahanpur,3.1,100+ ratings,"Italian,North Indian","Italian,North Indian"
12532,Kamboj Restaurant,India,Noida-1,3.8,500+ ratings,"Mughlai,North Indian","Mughlai,North Indian"
108655,Chawlas 2,India,Bahadurgarh,4.1,20+ ratings,"North Indian,Chinese","North Indian,Chinese"
536563,KUMBHAKARAN BIRYANI,India,Hubli,,Too Few Ratings,"Biryani,North Indian","Biryani,North Indian"
432996,Tasty Nashta Center,India,"Wardha Road,Nagpur",,Too Few Ratings,"South Indian,Snacks","South Indian,Snacks"
556830,THE MOGHUL BIRYANI,India,"Manikonda,Hyderabad",,Too Few Ratings,Biryani,Biryani
218263,BURGER & FRIES Co.,India,"GTB Nagar,Delhi",,Too Few Ratings,Indian,Indian
92240,Biriyani Zone,India,"Yelahanka,Bangalore",4.3,500+ ratings,"Biryani,Andhra","Biryani,Andhra"
374937,Baked 4 U,India,"Gomti Nagar,Lucknow",,Too Few Ratings,"Bakery,Desserts","Bakery,Desserts"
518144,The MEALS EXPRESS,India,"Vasant Kunj,Delhi",,Too Few Ratings,"North Indian,Beverages","North Indian,Beverages"
489206,Pasta Dal Cuore,India,Bikaner,,Too Few Ratings,Pastas,Pastas
415908,Swiss Castle,India,"Tolichowki,Hyderabad",4.4,100+ ratings,"Bakery,Sweets","Bakery,Sweets"
564650,SANDWICH WORLD,India,Madurai,,Too Few Ratings,"Fast Food,Snacks","Fast Food,Snacks"
510331,Epicure Family Restaurant,India,"Bhosari,Pune",,Too Few Ratings,Chinese,Chinese
475790,SHAAHIYAAR,India,"Kharkhana & Trimulgherry,Hyderabad",,Too Few Ratings,Biryani,Biryani
194982,Marwadi Bhojnalya,India,Begusarai,4.1,100+ ratings,North Indian,North Indian
165804,Cafe Pb 9teen,India,Barnala,,Too Few Ratings,"Italian,Beverages","Italian,Beverages"
488902,BIRYANI PARAMBARAI,India,"Coi_Ganapathy,Coimbatore",,Too Few Ratings,"Biryani,Chinese","Biryani,Chinese"
358801,Kebabs in Roll - Lake Mall,India,"South Kolkata,Kolkata",4.3,50+ ratings,"Biryani,Kebabs","Biryani,Kebabs"
512561,BURGER TIME,India,Doddaballapura,,Too Few Ratings,Fast Food,Fast Food
99553,GM Gopal Maharaj,India,"Paltan Bazaar,Guwahati",4.0,500+ ratings,"Indian,Chinese","Indian,Chinese"
443971,Street House Bakers,India,Aligarh,,Too Few Ratings,Bakery,Bakery
433752,Design Cake,India,"Kirti Nagar,Delhi",,Too Few Ratings,Bakery,Bakery
334433,For Foodlovers,India,"Kadubeesanahalli,Bangalore",4.0,20+ ratings,"Kerala,North Indian","Kerala,North Indian"
42366,Special Food Corners,India,"Rohini,Delhi",4.6,20+ ratings,"Indian,Snacks","Indian,Snacks"
371891,MoonMoon - Juicy Crustwiches,India,"Rajouri Garden,Delhi",4.1,100+ ratings,"American,Snacks","American,Snacks"
487791,HOTEL REDDYS KITCHEN,India,"Kharadi,Pune",,Too Few Ratings,Biryani,Biryani
92336,A1 Chips,India,Tirupur,4.5,20+ ratings,Indian,Indian
484223,Chickenology,India,"Hadapsar,Pune",,Too Few Ratings,"Fast Food,Beverages","Fast Food,Beverages"
368233,Itminaan Biryani - Dum Pukht,India,"Bhosari,Pune",3.7,50+ ratings,"Biryani,North Indian","Biryani,North Indian"
133242,Jagu Chew Chow,India,Belgaum,3.5,50+ ratings,Chinese,Chinese
480523,Smoke House,India,Narasaraopet,4.2,20+ ratings,"Biryani,Chinese","Biryani,Chinese"
375407,Shero Home - My Bowl,India,"Purasawalkam,Chennai",,Too Few Ratings,"South Indian,Healthy Food","South Indian,Healthy Food"
310145,Dial A Biryani,India,"Whitefield,Bangalore",,Too Few Ratings,"North Indian,Biryani","North Indian,Biryani"
409789,CHI FOOD CHINESE OR INDIAN,India,"Malviya Nagar,Delhi",,Too Few Ratings,"Chinese,Indian","Chinese,Indian"
374200,3 Mangos,India,"Kammanahalli/Kalyan Nagar,Bangalore",3.7,20+ ratings,"Juices,Ice Cream","Juices,Ice Cream"
191659,Bhola Litti,India,Ranchi,4.2,100+ ratings,"Snacks,Street Food","Snacks,Street Food"
136698,Arabian Nights - Dabagardens,India,"Dwarka Nagar,Vizag",,Too Few Ratings,"Indian,Chinese","Indian,Chinese"
203324,Annies Bake Hut,India,Fazilka,3.4,50+ ratings,"Italian,Beverages","Italian,Beverages"
485042,Momo Zone - The Momo Company,India,"Malviya Nagar,Delhi",4.1,20+ ratings,"Chinese,Tibetan","Chinese,Tibetan"
439329,Victory Bombay Coffee & Co.,India,"Panchkula,Chandigarh",,Too Few Ratings,"Desserts,Bakery","Desserts,Bakery"
413654,Shozo Bakers,India,"Akota,Vadodara",,Too Few Ratings,"Desserts,Bakery","Desserts,Bakery"
138814,Naman Food Centre,India,Katni,,Too Few Ratings,"North Indian,Chinese","North Indian,Chinese"
533561,Bakers delight,India,"Arekere,Bangalore",,Too Few Ratings,"Bakery,Fast Food","Bakery,Fast Food"
309242,Paandikadai-Chettinad kitchen by Salt,India,"Koramangala,Bangalore",,Too Few Ratings,"Biryani,South Indian","Biryani,South Indian"
522768,Ambur Briyani,India,Kodaikanal,3.4,50+ ratings,"Biryani,Indian","Biryani,Indian"
481314,Varun's Kitchen,India,Raghunathpur,4.2,100+ ratings,"Pizzas,Pastas","Pizzas,Pastas"
339478,Pop Tate's,India,"Bandra West,Mumbai",4.4,20+ ratings,"Continental,Italian","Continental,Italian"
129300,Neelam Sandwich & Pizza,India,"Naranpura,Ahmedabad",4.1,50+ ratings,Snacks,Snacks
453166,Prabaa Royal Park,India,Chittoor,3.7,20+ ratings,"North Indian,Indian","North Indian,Indian"
570948,Chinese BAE,India,Noida-1,,Too Few Ratings,"Chinese,Burmese","Chinese,Burmese"
562919,Mr.Jack,India,"Virar,Mumbai",,Too Few Ratings,"Chinese,Indian","Chinese,Indian"
559560,Chaayos Chai+Snacks=Relax,India,"Perambur,Chennai",4.7,20+ ratings,"Bakery,Beverages","Bakery,Beverages"
503871,Matka Biryani Chef,India,"Lajpat Nagar,Delhi",,Too Few Ratings,"Biryani,Beverages","Biryani,Beverages"
421396,Tandoori Party,India,"Rajarajeshwari Nagar,Bangalore",,Too Few Ratings,Tandoor,Tandoor
380600,Itminaan Biryani - Dum Pukht,India,"Indirapuram,Delhi",4.0,20+ ratings,"Biryani,North Indian","Biryani,North Indian"
536652,CAFE TRUPT,India,Jodhpur,,Too Few Ratings,"Beverages,Fast Food","Beverages,Fast Food"
35716,Sweet Truth - Cake and Desserts,India,"T Nagar,Chennai",4.2,50+ ratings,"Ice Cream,Bakery","Ice Cream,Bakery"
537979,SEETAIAHS VILLAGE DHABA,India,"Governorpet,Vijayawada",,Too Few Ratings,"Chinese,Biryani","Chinese,Biryani"
348914,AROMAS OF BENGAL,India,"Madhapur,Hyderabad",3.6,100+ ratings,Indian,Indian
38255,Cafe Deja Vu,India,"Shivaji Nagar,Pune",,Too Few Ratings,"Continental,Pizzas","Continental,Pizzas"
537438,Rawal Baker's (Huda),India,Panipat,,Too Few Ratings,"Bakery,Snacks","Bakery,Snacks"
539478,HARSHADA FOOD COURT,India,"Lingampally & Nalagandla,Hyderabad",,Too Few Ratings,"Chinese,Snacks","Chinese,Snacks"
573831,Naaine's Bakery Foods,India,Noida-1,,Too Few Ratings,"Pizzas,Fast Food","Pizzas,Fast Food"
102041,Blue Sapphire,India,Adityapur,,Too Few Ratings,"Indian,Biryani","Indian,Biryani"
420338,Vello Ka Adda,India,"Central Kolkata,Kolkata",,Too Few Ratings,"Chinese,Italian","Chinese,Italian"
18689,Fancy Ice Cream,India,"Kothapet & Dilsukhnagar,Hyderabad",4.0,100+ ratings,Desserts,Desserts
458544,FRIED KOZHI,India,"George Town,Chennai",,Too Few Ratings,"Snacks,Pizzas","Snacks,Pizzas"
144250,Jai Balaji Chinese,India,Dhule,,Too Few Ratings,Chinese,Chinese
388543,JAI GURU JI SWEETS AND RESTAURANTS,India,"NIT_FBD,Gurgaon",,Too Few Ratings,"Indian,Chinese","Indian,Chinese"
158660,Firangi Bake,India,"Dilshad Gardens,Delhi",3.8,20+ ratings,"Italian,Mexican","Italian,Mexican"
117280,Petal Of Love And Cake,India,Varanasi,4.0,100+ ratings,"Bakery,Pizzas","Bakery,Pizzas"
577917,THE SPICY EXPRESS,India,"Madhapur,Hyderabad",,Too Few Ratings,"Chinese,Pizzas","Chinese,Pizzas"
217786,Sri krishna sweets,India,"Mogappair,Chennai",4.4,50+ ratings,"Sweets,Snacks","Sweets,Snacks"
261657,The Punjabi Food Factory,India,"Rajouri Garden,Delhi",,Too Few Ratings,Indian,Indian
467309,Zayan Biryani House,India,"Viman Nagar,Pune",,Too Few Ratings,"Biryani,North Indian","Biryani,North Indian"
91682,Kolkata express,India,"Purasawalkam,Chennai",,Too Few Ratings,Chaat,Chaat
318879,Mr.Bean's Pizza,India,Sonipat,,Too Few Ratings,"Pizzas,Beverages","Pizzas,Beverages"
412132,SHREE ATHITHI HOTELS PVT LTD,India,"Kanakapura Road,Bangalore",,Too Few Ratings,"Chinese,Indian","Chinese,Indian"
165736,Sunny Chicken (Veg & Non Veg),India,Hoshiarpur,3.0,20+ ratings,North Indian,North Indian
64818,Sagar Juice Center,India,"Old Palasia,Indore",3.8,100+ ratings,Beverages,Beverages
401464,The Chinese Wok,India,"Bally,Kolkata",3.7,20+ ratings,Chinese,Chinese
195734,Garv Se Kaho Hum Chatore Hai,India,Jagdalpur,,Too Few Ratings,"Italian,Beverages","Italian,Beverages"
485487,Munch N More Foods,India,"Adajan,Surat",,Too Few Ratings,"Beverages,Snacks","Beverages,Snacks"
246718,BEGUM'S KITCHEN,India,"Greater Mohali,Chandigarh",3.7,20+ ratings,Indian,Indian
218125,153 Biere Street,India,"Whitefield,Bangalore",3.8,20+ ratings,"Asian,Chinese","Asian,Chinese"
510617,Anusha Modern Masala,India,Machilipatnam,,Too Few Ratings,"Street Food,Chaat","Street Food,Chaat"
397019,AJAY SADAKSHI BAKERS,India,"Chukkuwala,Dehradun",,Too Few Ratings,"Bakery,Desserts","Bakery,Desserts"
565621,Breakfast Time,India,Ankleshwar,,Too Few Ratings,"Indian,Fast Food","Indian,Fast Food"
556502,RRIENDS RESTAURANT,India,Dausa,,Too Few Ratings,"Fast Food,Pizzas","Fast Food,Pizzas"
565514,Chithas Restaurant,India,"Tambaram,Chennai",,Too Few Ratings,South Indian,South Indian
348401,THE ROLL HUB CAFE,India,Wardha,,Too Few Ratings,"Chinese,Continental","Chinese,Continental"
505002,Bhojpuriya Bhojnalaya,India,Arrah,,Too Few Ratings,"Bihari,Indian","Bihari,Indian"
224105,Shanghai 21,India,"Vashi,Mumbai",,Too Few Ratings,Indian,Indian
164613,El Mexicano,India,"East Chd,Chandigarh",4.0,100+ ratings,"Mexican,Beverages","Mexican,Beverages"
306326,Chennai chicken chettinad biryani,India,Guntur,2.7,50+ ratings,Biryani,Biryani
412505,CHINA CHOWK,India,"sohna road,Gurgaon",,Too Few Ratings,Chinese,Chinese
39782,Idly Dosa For You,India,"Miyapur,Hyderabad",3.9,5K+ ratings,South Indian,South Indian
235859,Sri Sai daba,India,Chitradurga,4.0,20+ ratings,"Indian,North Indian","Indian,North Indian"
27063,Cafe Russmunch,India,"NSP,Delhi",3.8,50+ ratings,"Snacks,Italian","Snacks,Italian"
399053,Barbecue Express Delivery,India,"Dharampeth,Nagpur",4.1,100+ ratings,"Biryani,Kebabs","Biryani,Kebabs"
534105,Maharaja Military Hotel,India,Vizianagaram,,Too Few Ratings,"North Indian,Biryani","North Indian,Biryani"
465776,Cuppa Redefined,India,"Mysore South,Mysore",4.0,100+ ratings,"Healthy Food,Continental","Healthy Food,Continental"
45578,Akshay Pure Veg,India,"Baner,Pune",4.2,100+ ratings,"North Indian,South Indian","North Indian,South Indian"
89284,New Sagar Briyani Centre,India,"Garia,Kolkata",3.6,50+ ratings,"Biryani,Indian","Biryani,Indian"
26721,KFC,India,"Greater Kailash New,Delhi",4.0,500+ ratings,"American,Snacks","American,Snacks"
531687,JK Omlette,India,"Vastrapur,Ahmedabad",,Too Few Ratings,Indian,Indian
24320,Nanumal Bhojraj ( Santacruz ),India,"Bandra West,Mumbai",3.7,20+ ratings,"North Indian,Chinese","North Indian,Chinese"
542768,Bismillah Hotel,India,Ooty,,Too Few Ratings,"North Indian,South Indian","North Indian,South Indian"
284774,Biergarten Brewery & Kitchen,India,"Koramangala,Bangalore",4.0,50+ ratings,"Continental,Pizzas","Continental,Pizzas"
572246,Only Aalloo Pyaz Restaurant,India,"Sector 15_FBD,Gurgaon",,Too Few Ratings,Indian,Indian
372965,Lilys Cafe,India,Nanded,,Too Few Ratings,"Ice Cream,Chinese","Ice Cream,Chinese"
152968,Dangee Dums,India,"Akota,Vadodara",4.1,50+ ratings,"Desserts,Ice Cream","Desserts,Ice Cream"
288420,Royal Bawarchi,India,Bikaner,3.8,20+ ratings,"North Indian,Mughlai","North Indian,Mughlai"
428005,Pizza Place,India,"North Mohali,Chandigarh",3.8,50+ ratings,"Pizzas,Mexican","Pizzas,Mexican"
265329,Halloa Coffee House,India,Mangaluru,,Too Few Ratings,Snacks,Snacks
161353,Khandelwal Pavitra Bhojanlaya,India,Alwar,3.3,20+ ratings,North Indian,North Indian
449179,FRIENDS DHABA,India,"Greater Mohali,Chandigarh",3.6,20+ ratings,"North Indian,Snacks","North Indian,Snacks"
311483,THE WAFFLE JAR,India,"Wakad,Pune",3.7,20+ ratings,"Desserts,Bakery","Desserts,Bakery"
164447,Mahesh Sweets & Restaurant,India,Sitapur,4.2,100+ ratings,"North Indian,Chinese","North Indian,Chinese"
572110,HOME FLAVOUR RESTAURANT,India,Varkala,,Too Few Ratings,"South Indian,Biryani","South Indian,Biryani"
532392,VAULT 99,India,"Geddalahalli,Bangalore",,Too Few Ratings,"Snacks,Italian","Snacks,Italian"
8264,Mazzala,India,"Bandra West,Mumbai",,Too Few Ratings,"South Indian,Fast Food","South Indian,Fast Food"
465113,SHOVIKA'S WELLNESS DIETS,India,"North Mohali,Chandigarh",,Too Few Ratings,"Healthy Food,Salads","Healthy Food,Salads"
504207,Utsav Pure Veg,India,"Vasai,Mumbai",,Too Few Ratings,"Chinese,Biryani","Chinese,Biryani"
421357,Pizza Xpress,India,Shivamogga,3.7,20+ ratings,Pizzas,Pizzas
569975,the pod cafe,India,"Karappakam,Chennai",,Too Few Ratings,"Cafe,Beverages","Cafe,Beverages"
542137,Rainbow Food Court,India,Kadapa,2.0,20+ ratings,"Chinese,Beverages","Chinese,Beverages"
395838,040 Dum Biryani,India,"Governorpet,Vijayawada",,Too Few Ratings,"Biryani,Chinese","Biryani,Chinese"
536241,RICE N ROLL,India,"Kothapet & Dilsukhnagar,Hyderabad",,Too Few Ratings,"Chinese,Biryani","Chinese,Biryani"
449353,DR MAGGI,India,"Tambaram,Chennai",,Too Few Ratings,Chinese,Chinese
301979,Just Bake - Cakes & Desserts,India,"Gachibowli,Hyderabad",4.2,50+ ratings,"Bakery,Desserts","Bakery,Desserts"
567601,Tiffin Fax,India,"Kirti Nagar,Delhi",,Too Few Ratings,Thalis,Thalis
461762,New Maa Durga Sweets & Dairy,India,"West Chd,Chandigarh",3.8,20+ ratings,"Sweets,Bakery","Sweets,Bakery"
179272,EnGulf Mandi,India,Pondicherry,3.6,100+ ratings,"North Indian,Tandoor","North Indian,Tandoor"
411575,Rice Bowl,India,"Jadavpur,Kolkata",,Too Few Ratings,"Chinese,Fast Food","Chinese,Fast Food"
459832,Chef Nation,India,"NSP,Delhi",4.3,20+ ratings,"Chinese,Beverages","Chinese,Beverages"
62437,The Sandwich Spot,India,"Ramapuram,Chennai",,Too Few Ratings,American,American
96709,Banarasiwala,India,"Velachery,Chennai",,Too Few Ratings,"Beverages,Juices","Beverages,Juices"
451349,Dugers Pizza,India,Gaya,,Too Few Ratings,Pizzas,Pizzas
427010,HOOKED,India,"Ganeshguri,Guwahati",,Too Few Ratings,"Chinese,Fast Food","Chinese,Fast Food"
464197,Stop N Joy,India,"Kanakapura Road,Bangalore",,Too Few Ratings,"Beverages,Street Food","Beverages,Street Food"
452389,Fit Bites Nutrition,India,Bhopal,4.6,50+ ratings,"Fast Food,Healthy Food","Fast Food,Healthy Food"
390368,The Patiala Club,India,Bahadurgarh,4.0,100+ ratings,"North Indian,Tandoor","North Indian,Tandoor"
393012,Shaan-e-Punjab,India,"Indiranagar,Bangalore",4.2,100+ ratings,"Tandoor,North Indian","Tandoor,North Indian"
423955,The Pizza Train,India,Gaya,4.1,20+ ratings,Pizzas,Pizzas
552352,KAVYA FAST FOOD & BHOJNALYA,India,Patna,,Too Few Ratings,Chinese,Chinese
411989,Chotus Dhaba,India,"Manikonda,Hyderabad",,Too Few Ratings,"Chinese,Tandoor","Chinese,Tandoor"
498485,Visa Hunger Spot,India,"Madhapur,Hyderabad",3.3,20+ ratings,"Pizzas,Beverages","Pizzas,Beverages"
568883,ZFC,India,"Kondapur,Hyderabad",,Too Few Ratings,"Fast Food,Snacks","Fast Food,Snacks"
379361,SUPREME SANDWICH CORNER,India,"Shivaji Nagar,Pune",,Too Few Ratings,"Snacks,Beverages","Snacks,Beverages"
361031,Thinduda - A Telangana Kitchen,India,"Kothapet & Dilsukhnagar,Hyderabad",4.0,100+ ratings,Indian,Indian
25880,Anchor Restaurant,India,"Mogappair,Chennai",4.3,100+ ratings,"Biryani,Chinese","Biryani,Chinese"
569559,Aww Momo's by Cumin,India,Central-goa,,Too Few Ratings,Chinese,Chinese
11255,Only Parathas ( Pure Veg ),India,"Scruz Bandra East,Mumbai",4.3,100+ ratings,"Street Food,North Indian","Street Food,North Indian"
572206,Punjab Food Way,India,"Chandkheda,Ahmedabad",4.3,20+ ratings,"North Indian,Indian","North Indian,Indian"
563221,Hello! Biryani,India,Noida-1,,Too Few Ratings,Biryani,Biryani
549925,Shiv Chinese Corner,India,"Viman Nagar,Pune",,Too Few Ratings,Chinese,Chinese
571427,Ghar Pakwan,India,"Kothapet & Dilsukhnagar,Hyderabad",,Too Few Ratings,"Hyderabadi,Indian","Hyderabadi,Indian"
495144,BOBY'S KITCHEN,India,North-goa,,Too Few Ratings,"Indian,Chinese","Indian,Chinese"
421217,Hotel D Silver Leaf,India,"Aminabad,Lucknow",,Too Few Ratings,Chinese,Chinese
495542,Toastymos,India,"Majestic,Bangalore",,Too Few Ratings,"Chinese,Snacks","Chinese,Snacks"
505112,Ekansh Chinese Centre,India,"Vijay Nagar,Indore",,Too Few Ratings,"Chinese,North Indian","Chinese,North Indian"
514884,La Pino'z Pizza,India,Sikar,4.0,1K+ ratings,"Ice Cream,Italian","Ice Cream,Italian"
129254,Swad Restaurant,India,Ujjain,,Too Few Ratings,Indian,Indian
116273,New Gangour Sweets (Bistupur),India,Adityapur,4.3,100+ ratings,Sweets,Sweets
573461,Apna Bhojanalya,India,Faridabad,,Too Few Ratings,"North Indian,Indian","North Indian,Indian"
465445,Shri Krishna Bhavan,India,"Perambur,Chennai",4.2,100+ ratings,"South Indian,North Indian","South Indian,North Indian"
401389,Yours Foody Hub,India,"South Mohali,Chandigarh",4.3,50+ ratings,"Pizzas,Pastas","Pizzas,Pastas"
504815,Kabir Singh Parantha Hut,India,"Dwarka,Delhi",,Too Few Ratings,"North Indian,Chinese","North Indian,Chinese"
425882,Cheesiaano Pizza,India,"Kompally,Hyderabad",4.0,100+ ratings,Pizzas,Pizzas
121480,Enjoy Pastry,India,"Malviya Nagar,Delhi",,Too Few Ratings,"Desserts,Bakery","Desserts,Bakery"
404852,Indotalian Pizza House,India,"Bally,Kolkata",,Too Few Ratings,"Pizzas,Fast Food","Pizzas,Fast Food"
259263,MOR MUKUT PITHA BHANDAR,India,Jhansi,,Too Few Ratings,"Street Food,Sweets","Street Food,Sweets"
26993,Cake Boutique,India,"Airoli,Mumbai",4.2,100+ ratings,"Desserts,Bakery","Desserts,Bakery"
375062,Biryani Trip,India,"CV Raman Nagar,Bangalore",3.9,100+ ratings,"Biryani,Hyderabadi","Biryani,Hyderabadi"
252547,Theobroma,India,"Aundh,Pune",4.6,100+ ratings,"Desserts,Bakery","Desserts,Bakery"
222538,Arabian hut,India,"Vadapalani,Chennai",3.9,100+ ratings,"Biryani,Chinese","Biryani,Chinese"
481834,Peppy Parathas & Rolls By Chai Point,India,"Vasant Kunj,Delhi",,Too Few Ratings,"Bakery,Combo","Bakery,Combo"
408155,KARIM S,India,"South Chd,Chandigarh",,Too Few Ratings,Indian,Indian
568873,SONU CHICKEN,India,Rohtak,,Too Few Ratings,"North Indian,Snacks","North Indian,Snacks"
447693,TAKSIM,India,"Alipore,Kolkata",,Too Few Ratings,Chinese,Chinese
533325,TRENDY POT,India,"Garia,Kolkata",,Too Few Ratings,"Indian,Biryani","Indian,Biryani"
56004,Giani's,India,Bikaner,4.4,100+ ratings,"Ice Cream,Desserts","Ice Cream,Desserts"
199614,Hariom Dossa Center,India,Gondia,,Too Few Ratings,"Chinese,South Indian","Chinese,South Indian"
442293,Currynest India,India,"Avadi,Chennai",2.9,20+ ratings,"North Indian,Chinese","North Indian,Chinese"
468347,Amrit Cafe,India,"Laxmi Nagar,Delhi",,Too Few Ratings,"North Indian,Pizzas","North Indian,Pizzas"
